759.004,	474.23800952019195
892.811,	2749.3116705715524
803.402,	515.2079751456238
843.116,	2747.538611369268
872.118,	664.893341244467
861.465,	509.26995067219275
774.369,	418.286019409008
782.735,	479.9219455795378
880.8,	2721.229776681399
837.444,	2662.4743229530654
823.436,	562.2820083916619
809.706,	542.0413401008989
880.71,	530.9386742136758
846.038,	557.4292366838233
820.225,	504.7952918378515
1043.291,	695.8330920637585
973.875,	2727.9457915465655
981.83,	717.6956221868056
1022.159,	2710.494505470023
921.304,	520.871633747551
809.338,	450.9282915055121
914.151,	2735.413667460761
715.094,	402.7954907535229
810.912,	502.5968004273404
869.558,	551.1767724337361
820.585,	496.7543816522313
866.252,	2672.2601851228846
864.545,	658.9589432308085
925.624,	2749.9818655556414
820.001,	531.3155382634694
793.487,	467.60821771679366
905.246,	2666.36693200694
1018.617,	803.3464332420994
883.298,	563.3455257454144
977.381,	3824.6167404133516
816.902,	641.7051845979896
1007.74,	2686.16993828338
876.122,	2653.8310723323134
884.721,	2725.8176823104286
911.678,	2670.939399835495
941.206,	2654.480700882068
837.683,	528.123249514427
1019.113,	743.8651313004021
830.838,	499.8296464110862
1053.76,	3784.6684723824683
1242.486,	2756.625238676906
794.056,	519.9794029030799
874.399,	649.6371881868181
849.314,	496.2235012241633
1096.765,	894.0478036717334
1277.28,	3831.7515054083556
899.269,	2745.794685896252
1004.498,	790.5158767206053
950.69,	2755.4136521209107
1220.807,	1082.116583391573
1116.685,	3838.1145601912604
855.323,	500.5645028290485
845.942,	2751.4207076611433
1188.238,	2850.805177053233
1056.166,	692.6732755857632
1017.715,	2794.077621600826
1051.428,	807.5925411545902
863.647,	597.8043898128212
868.643,	649.371205485363
862.261,	602.5483760034745
875.755,	544.7308938565186
1198.383,	2860.6573448694894
834.799,	600.3986401767796
1298.236,	4685.32117627264
1126.373,	2817.9442708798883
1005.435,	2673.748379367657
1102.783,	2774.694572720191
871.411,	646.7266651827946
897.304,	713.3326300016179
970.399,	730.8188229314779
1002.856,	2700.1719011128826
900.591,	624.114175630728
925.572,	546.8894173878764
1154.162,	2815.1919293993715
1353.318,	2878.9089154433873
1210.024,	4672.338294319084
809.509,	604.7282366147285
847.76,	535.2248181895212
948.847,	646.1184416433505
813.675,	496.09231092202583
928.552,	563.0237197534443
928.945,	582.7130223715972
1153.722,	2740.654352704295
873.813,	579.9377378743435
1141.123,	3839.837853166408
1183.372,	3787.428511053686
1074.664,	2761.86515714476
1104.312,	2763.10989519942
1565.248,	2945.678349622619
1003.372,	836.771464678439
1224.03,	3891.9169742987624
934.653,	594.8752096920043
1558.171,	3896.830403411464
1136.039,	3857.5894055096765
1240.706,	4694.2922358071355
967.115,	727.8871268572102
1062.146,	2794.4697342751415
997.551,	2716.743170204326
902.796,	668.7408846143286
979.435,	2742.9881851657615
911.642,	735.9188204865713
1196.214,	1122.8626580097643
815.401,	536.1553121230057
1017.555,	2763.4352544216376
867.138,	510.94536118661273
1162.793,	1431.7860340841428
1053.213,	2682.839408709348
1122.117,	745.8214873560576
1125.189,	2686.408774438913
871.904,	608.6969416308502
1062.195,	2700.1114704633824
1059.695,	2761.5669247466835
908.499,	589.4737375713072
979.277,	582.9558970015217
1022.744,	2762.8076216809627
1082.289,	940.8999437682963
1021.738,	641.5620431503186
919.367,	556.8258878503948
891.738,	636.4212782421714
1041.592,	2834.7582263286117
849.07,	513.7132336103348
1022.829,	689.0447695567055
873.344,	523.2941375731419
1025.348,	2756.470200249018
1208.083,	2885.315329155491
996.161,	740.004119702165
904.359,	562.0976978612712
1189.638,	2818.500595451873
1085.061,	2781.169120523949
874.723,	690.8338104237695
867.532,	603.0252353014843
950.505,	601.6096077150822
895.685,	661.7284687402691
1020.014,	3615.198904198899
1118.964,	911.728564694383
917.614,	631.5261929139094
814.084,	619.5498260276819
1176.148,	3818.059430903861
1059.548,	3712.219452424514
916.168,	616.8460998392443
1121.834,	930.0549438837701
880.596,	518.1516591944157
838.869,	551.400203140172
1204.426,	742.9302833576849
1005.981,	634.5371778462386
890.633,	549.0961946161547
1156.151,	847.3277538954578
1394.342,	3861.0301152136312
1178.79,	4639.286958939637
1062.875,	828.7680337880008
1089.558,	2739.216397276255
1385.616,	2855.03905657323
844.382,	531.5096787591121
1048.383,	2749.0846594413524
1219.118,	1305.1802931678342
883.325,	573.1516624796644
990.805,	2708.3127280297244
932.66,	679.876315372292
1163.992,	2773.7811380384246
1273.188,	2867.3145455912854
1126.512,	2724.8189110386684
899.45,	610.1230938832668
933.399,	2741.9847994544825
1044.217,	659.5336432188562
1047.433,	2721.448537388251
1069.737,	680.1960838931253
1161.972,	1135.8128340576231
1156.231,	812.1024812664218
1271.465,	2852.6066755899983
1366.857,	4616.771764347364
1236.172,	914.0373124903734
967.122,	700.783364842831
1084.547,	2684.4833865836913
1104.429,	2762.2388536191875
996.614,	2730.9942377329417
1118.836,	2744.3005361178166
1098.854,	625.0189624222511
1205.265,	737.0271676273683
870.174,	532.4223711540541
1151.54,	873.5524244361286
982.552,	627.7236081463117
1103.789,	4432.447913171905
1078.399,	2793.826286854664
923.353,	571.6765208012617
1439.992,	2822.6366261811772
1067.61,	2816.962782362809
913.506,	2688.943774902813
1129.307,	2755.7089724228304
1292.435,	2866.235107500162
997.343,	739.9203304724412
980.222,	646.4135837350861
1405.889,	1113.626548160454
1162.244,	660.4637331502819
1198.463,	2785.078096685196
1139.603,	885.8589975580508
908.593,	2721.1675340006354
856.124,	574.5500817338907
1000.202,	679.2120775149999
1114.84,	937.9123775854694
1040.164,	2748.6995995547773
963.383,	543.2939504795057
1096.145,	691.2820472454379
1103.227,	801.6732697941865
